round, agent, produces, commodity_stock, type, cs_amount, ,$
,$
1, 0, Food, Wood, stock, 6.263805,$
30, 1, Food, Wood, minPriceBelief, 84.70514,$
30, 1, Food, Wood, maxPriceBelief, 169.4103,$
30, 1, Food, Food, stock, 0,$
30, 1, Food, Food, minPriceBelief, 328.0491,$
30, 1, Food, Food, maxPriceBelief, 360.854,$
30, 1, Food, cash, stock, 9724.016,$
30, 2, Food, Wood, stock, 2,$
30, 2, Food, Wood, minPriceBelief, 84.70995,$
30, 2, Food, Wood, maxPriceBelief, 169.4199,$
30, 2, Food, Food, stock, 0,$
30, 2, Food, Food, minPriceBelief, 328.0491,$
30, 2, Food, Food, maxPriceBelief, 400.6917,$
30, 2, Food, cash, stock, 10436.47,$
30, 3, Food, Wood, stock, 6,$
30, 3, Food, Wood, minPriceBelief, 84.12346,$
30, 3, Food, Wood, maxPriceBelief, 168.2469,$
30, 3, Food, Food, stock, 0,$
30, 3, Food, Food, minPriceBelief, 328.0491,$
30, 3, Food, Food, maxPriceBelief, 360.854,$
30, 3, Food, cash, stock, 9706.27,$
30, 4, Food, Wood, stock, 5,$
30, 4, Food, Wood, minPriceBelief, 84.72081,$
30, 4, Food, Wood, maxPriceBelief, 169.4416,$
30, 4, Food, Food, stock, 0,$
30, 4, Food, Food, minPriceBelief, 328.0491,$
30, 4, Food, Food, maxPriceBelief, 360.854,$
30, 4, Food, cash, stock, 9352.712,$
30, 5, Food, Wood, stock, 8.29999,$
30, 5, Food, Wood, minPriceBelief, 85.27042,$
30, 5, Food, Wood, maxPriceBelief, 170.5408,$
30, 5, Food, Food, stock, 0,$
30, 5, Food, Food, minPriceBelief, 328.0491,$
30, 5, Food, Food, maxPriceBelief, 437.2756,$
30, 5, Food, cash, stock, 10319.71,$
30, 6, Food, Wood, stock, 10,$
30, 6, Food, Wood, minPriceBelief, 83.19218,$
30, 6, Food, Wood, maxPriceBelief, 166.3844,$
30, 6, Food, Food, stock, 0,$
30, 6, Food, Food, minPriceBelief, 328.0491,$
30, 6, Food, Food, maxPriceBelief, 439.163,$
30, 6, Food, cash, stock, 10148.48,$
30, 7, Food, Wood, stock, 9.992147,$
30, 7, Food, Wood, minPriceBelief, 85.38213,$
30, 7, Food, Wood, maxPriceBelief, 170.7643,$
30, 7, Food, Food, stock, 0,$
30, 7, Food, Food, minPriceBelief, 328.0491,$
30, 7, Food, Food, maxPriceBelief, 385.0563,$
30, 7, Food, cash, stock, 9780.675,$
30, 8, Food, Wood, stock, 0,$
30, 8, Food, Wood, minPriceBelief, 85.38853,$
30, 8, Food, Wood, maxPriceBelief, 170.7771,$
30, 8, Food, Food, stock, 0,$
30, 8, Food, Food, minPriceBelief, 328.0491,$
30, 8, Food, Food, maxPriceBelief, 360.854,$
30, 8, Food, cash, stock, 10250.94,$
30, 9, Food, Wood, stock, 10,$
30, 9, Food, Wood, minPriceBelief, 84.4558,$
30, 9, Food, Wood, maxPriceBelief, 168.9116,$
30, 9, Food, Food, stock, 0,$
30, 9, Food, Food, minPriceBelief, 328.0491,$
30, 9, Food, Food, maxPriceBelief, 360.854,$
30, 9, Food, cash, stock, 8844.767,$
30, 10, Food, Wood, stock, 0,$
30, 10, Food, Wood, minPriceBelief, 85.34415,$
30, 10, Food, Wood, maxPriceBelief, 170.6883,$
30, 10, Food, Food, stock, 0,$
30, 10, Food, Food, minPriceBelief, 328.0491,$
30, 10, Food, Food, maxPriceBelief, 386.4515,$
30, 10, Food, cash, stock, 10439.29,$
30, 11, Food, Wood, stock, 8,$
30, 11, Food, Wood, minPriceBelief, 83.48622,$
30, 11, Food, Wood, maxPriceBelief, 166.9724,$
30, 11, Food, Food, stock, 0,$
30, 11, Food, Food, minPriceBelief, 328.0491,$
30, 11, Food, Food, maxPriceBelief, 405.8911,$
30, 11, Food, cash, stock, 10249.53,$
30, 12, Food, Wood, stock, 2,$
30, 12, Food, Wood, minPriceBelief, 84.75561,$
30, 12, Food, Wood, maxPriceBelief, 169.5112,$
30, 12, Food, Food, stock, 0,$
30, 12, Food, Food, minPriceBelief, 328.0491,$
30, 12, Food, Food, maxPriceBelief, 360.854,$
30, 12, Food, cash, stock, 9782.889,$
30, 13, Food, Wood, stock, 5.999998,$
30, 13, Food, Wood, minPriceBelief, 84.12782,$
30, 13, Food, Wood, maxPriceBelief, 168.2556,$
30, 13, Food, Food, stock, 0,$
30, 13, Food, Food, minPriceBelief, 328.0491,$
30, 13, Food, Food, maxPriceBelief, 360.854,$
30, 13, Food, cash, stock, 9984.963,$
30, 14, Food, Wood, stock, 2,$
30, 14, Food, Wood, minPriceBelief, 84.71754,$
30, 14, Food, Wood, maxPriceBelief, 169.4351,$
30, 14, Food, Food, stock, 0,$
30, 14, Food, Food, minPriceBelief, 328.0491,$
30, 14, Food, Food, maxPriceBelief, 386.2296,$
30, 14, Food, cash, stock, 10370.06,$
30, 15, Food, Wood, stock, 4,$
30, 15, Food, Wood, minPriceBelief, 84.43105,$
30, 15, Food, Wood, maxPriceBelief, 168.8621,$
30, 15, Food, Food, stock, 0,$
30, 15, Food, Food, minPriceBelief, 328.0491,$
30, 15, Food, Food, maxPriceBelief, 360.854,$
30, 15, Food, cash, stock, 9782.041,$
30, 16, Food, Wood, stock, 4,$
30, 16, Food, Wood, minPriceBelief, 84.3088,$
30, 16, Food, Wood, maxPriceBelief, 168.6176,$
30, 16, Food, Food, stock, 0,$
30, 16, Food, Food, minPriceBelief, 328.0491,$
30, 16, Food, Food, maxPriceBelief, 360.854,$
30, 16, Food, cash, stock, 10058.65,$
30, 17, Food, Wood, stock, 4,$
30, 17, Food, Wood, minPriceBelief, 84.36849,$
30, 17, Food, Wood, maxPriceBelief, 168.737,$
30, 17, Food, Food, stock, 0,$
30, 17, Food, Food, minPriceBelief, 328.0491,$
30, 17, Food, Food, maxPriceBelief, 442.1411,$
30, 17, Food, cash, stock, 11209.69,$
30, 18, Food, Wood, stock, 6,$
30, 18, Food, Wood, minPriceBelief, 84.01785,$
30, 18, Food, Wood, maxPriceBelief, 168.0357,$
30, 18, Food, Food, stock, 0,$
30, 18, Food, Food, minPriceBelief, 328.0491,$
30, 18, Food, Food, maxPriceBelief, 402.7429,$
30, 18, Food, cash, stock, 10412.18,$
30, 19, Food, Wood, stock, 8,$
30, 19, Food, Wood, minPriceBelief, 83.51527,$
30, 19, Food, Wood, maxPriceBelief, 167.0305,$
30, 19, Food, Food, stock, 0,$
30, 19, Food, Food, minPriceBelief, 328.0491,$
30, 19, Food, Food, maxPriceBelief, 360.854,$
30, 19, Food, cash, stock, 9456.756,$
30, 20, Wood, Food, stock, 0,$
30, 20, Wood, Food, minPriceBelief, 156.2296,$
30, 20, Wood, Food, maxPriceBelief, 312.4592,$
30, 20, Wood, Tool, stock, 20.44,$
30, 20, Wood, Tool, minPriceBelief, 98.16393,$
30, 20, Wood, Tool, maxPriceBelief, 196.3279,$
30, 20, Wood, Wood, stock, 0,$
30, 20, Wood, Wood, minPriceBelief, 330.241,$
30, 20, Wood, Wood, maxPriceBelief, 363.2651,$
30, 20, Wood, cash, stock, 652.7518,$
30, 21, Wood, Food, stock, 0,$
30, 21, Wood, Food, minPriceBelief, 156.232,$
30, 21, Wood, Food, maxPriceBelief, 312.4639,$
30, 21, Wood, Tool, stock, 22.28565,$
30, 21, Wood, Tool, minPriceBelief, 94.3684,$
30, 21, Wood, Tool, maxPriceBelief, 188.7368,$
30, 21, Wood, Wood, stock, 0,$
30, 21, Wood, Wood, minPriceBelief, 330.241,$
30, 21, Wood, Wood, maxPriceBelief, 363.2651,$
30, 21, Wood, cash, stock, -565.8048,$
30, 138, Ore, Food, stock, 0,$
30, 138, Ore, Food, minPriceBelief, 156.9047,$
30, 138, Ore, Food, maxPriceBelief, 313.8094,$
30, 138, Ore, Ore, stock, 0,$
30, 138, Ore, Ore, minPriceBelief, 660.4821,$
30, 138, Ore, Ore, maxPriceBelief, 726.5303,$
30, 138, Ore, cash, stock, 1637.818,$
30, 145, Ore, Food, stock, 0,$
30, 145, Ore, Food, minPriceBelief, 156.8257,$
30, 145, Ore, Food, maxPriceBelief, 313.6514,$
30, 145, Ore, Ore, stock, 0,$
30, 145, Ore, Ore, minPriceBelief, 660.4821,$
30, 145, Ore, Ore, maxPriceBelief, 726.5303,$
30, 145, Ore, cash, stock, 3435.767,$
30, 24, Wood, Food, stock, 0,$
30, 24, Wood, Food, minPriceBelief, 155.742,$
30, 24, Wood, Food, maxPriceBelief, 311.4839,$
30, 24, Wood, Tool, stock, 21.66999,$
30, 24, Wood, Tool, minPriceBelief, 96.55798,$
30, 24, Wood, Tool, maxPriceBelief, 193.116,$
30, 24, Wood, Wood, stock, 0,$
30, 24, Wood, Wood, minPriceBelief, 330.241,$
30, 24, Wood, Wood, maxPriceBelief, 363.2651,$
30, 24, Wood, cash, stock, 39.22461,$
30, 25, Wood, Food, stock, 0.1999964,$
30, 25, Wood, Food, minPriceBelief, 155.7278,$
30, 25, Wood, Food, maxPriceBelief, 311.4556,$
30, 25, Wood, Tool, stock, 20,$
30, 25, Wood, Tool, minPriceBelief, 95.5668,$
30, 25, Wood, Tool, maxPriceBelief, 191.1336,$
30, 25, Wood, Wood, stock, 0,$
30, 25, Wood, Wood, minPriceBelief, 330.241,$
30, 25, Wood, Wood, maxPriceBelief, 363.2651,$
30, 25, Wood, cash, stock, 2620.67,$
30, 267, Tool, Food, stock, 10,$
30, 267, Tool, Food, minPriceBelief, 359.6302,$
30, 267, Tool, Food, maxPriceBelief, 719.2604,$
30, 267, Tool, Metal, stock, 3,$
30, 267, Tool, Metal, minPriceBelief, 542.9639,$
30, 267, Tool, Metal, maxPriceBelief, 1000,$
30, 267, Tool, Tool, stock, 1,$
30, 267, Tool, Tool, minPriceBelief, 900,$
30, 267, Tool, Tool, maxPriceBelief, 1000,$
30, 267, Tool, cash, stock, -3120.15,$
30, 251, Metal, Food, stock, 0.9000001,$
30, 251, Metal, Food, minPriceBelief, 276.8312,$
30, 251, Metal, Food, maxPriceBelief, 553.6625,$
30, 251, Metal, Ore, stock, 1,$
30, 251, Metal, Ore, minPriceBelief, 412.8128,$
30, 251, Metal, Ore, maxPriceBelief, 825.6257,$
30, 251, Metal, Metal, stock, 0,$
30, 251, Metal, Metal, minPriceBelief, 900,$
30, 251, Metal, Metal, maxPriceBelief, 1000,$
30, 251, Metal, cash, stock, 1736.092,$
30, 139, Ore, Food, stock, 0,$
30, 139, Ore, Food, minPriceBelief, 154.9028,$
30, 139, Ore, Food, maxPriceBelief, 309.8057,$
30, 139, Ore, Ore, stock, 0,$
30, 139, Ore, Ore, minPriceBelief, 660.4821,$
30, 139, Ore, Ore, maxPriceBelief, 726.5303,$
30, 139, Ore, cash, stock, 3512.132,$
30, 29, Wood, Food, stock, 0,$
30, 29, Wood, Food, minPriceBelief, 156.2311,$
30, 29, Wood, Food, maxPriceBelief, 312.4621,$
30, 29, Wood, Tool, stock, 21.52588,$
30, 29, Wood, Tool, minPriceBelief, 93.99446,$
30, 29, Wood, Tool, maxPriceBelief, 187.9889,$
30, 29, Wood, Wood, stock, 0,$
30, 29, Wood, Wood, minPriceBelief, 330.241,$
30, 29, Wood, Wood, maxPriceBelief, 363.2651,$
30, 29, Wood, cash, stock, -110.8973,$
30, 154, Ore, Food, stock, 0,$
30, 154, Ore, Food, minPriceBelief, 159.01,$
30, 154, Ore, Food, maxPriceBelief, 318.0201,$
30, 154, Ore, Ore, stock, 0,$
30, 154, Ore, Ore, minPriceBelief, 660.4821,$
30, 154, Ore, Ore, maxPriceBelief, 726.5303,$
30, 154, Ore, cash, stock, 4605.003,$
30, 150, Ore, Food, stock, 0,$
30, 150, Ore, Food, minPriceBelief, 155.681,$
30, 150, Ore, Food, maxPriceBelief, 311.362,$
30, 150, Ore, Ore, stock, 0,$
30, 150, Ore, Ore, minPriceBelief, 660.4821,$
30, 150, Ore, Ore, maxPriceBelief, 726.5303,$
30, 150, Ore, cash, stock, 4594.619,$
30, 268, Tool, Food, stock, 10,$
30, 268, Tool, Food, minPriceBelief, 359.6302,$
30, 268, Tool, Food, maxPriceBelief, 719.2604,$
30, 268, Tool, Metal, stock, 3,$
30, 268, Tool, Metal, minPriceBelief, 542.9639,$
30, 268, Tool, Metal, maxPriceBelief, 1000,$
30, 268, Tool, Tool, stock, 0,$
30, 268, Tool, Tool, minPriceBelief, 900,$
30, 268, Tool, Tool, maxPriceBelief, 1000,$
30, 268, Tool, cash, stock, -3174.323,$
30, 140, Ore, Food, stock, 0,$
30, 140, Ore, Food, minPriceBelief, 156.9047,$
30, 140, Ore, Food, maxPriceBelief, 313.8094,$
30, 140, Ore, Ore, stock, 0,$
30, 140, Ore, Ore, minPriceBelief, 660.4821,$
30, 140, Ore, Ore, maxPriceBelief, 726.5303,$
30, 140, Ore, cash, stock, 1668.035,$
30, 34, Wood, Food, stock, 0,$
30, 34, Wood, Food, minPriceBelief, 155.8979,$
30, 34, Wood, Food, maxPriceBelief, 311.7959,$
30, 34, Wood, Tool, stock, 20.53999,$
30, 34, Wood, Tool, minPriceBelief, 97.58056,$
30, 34, Wood, Tool, maxPriceBelief, 195.1611,$
30, 34, Wood, Wood, stock, 0,$
30, 34, Wood, Wood, minPriceBelief, 330.241,$
30, 34, Wood, Wood, maxPriceBelief, 363.2651,$
30, 34, Wood, cash, stock, 1708.082,$
30, 35, Wood, Food, stock, 0,$
30, 35, Wood, Food, minPriceBelief, 155.9032,$
30, 35, Wood, Food, maxPriceBelief, 311.8064,$
30, 35, Wood, Tool, stock, 20.98999,$
30, 35, Wood, Tool, minPriceBelief, 97.86813,$
30, 35, Wood, Tool, maxPriceBelief, 195.7363,$
30, 35, Wood, Wood, stock, 0,$
30, 35, Wood, Wood, minPriceBelief, 330.241,$
30, 35, Wood, Wood, maxPriceBelief, 363.2651,$
30, 35, Wood, cash, stock, 506.3242,$
30, 141, Ore, Food, stock, 0,$
30, 141, Ore, Food, minPriceBelief, 156.3562,$
30, 141, Ore, Food, maxPriceBelief, 312.7123,$
30, 141, Ore, Ore, stock, 0,$
30, 141, Ore, Ore, minPriceBelief, 660.4821,$
30, 141, Ore, Ore, maxPriceBelief, 726.5303,$
30, 141, Ore, cash, stock, 2448.981,$
30, 37, Wood, Food, stock, 0,$
30, 37, Wood, Food, minPriceBelief, 155.9041,$
30, 37, Wood, Food, maxPriceBelief, 311.8082,$
30, 37, Wood, Tool, stock, 21.28999,$
30, 37, Wood, Tool, minPriceBelief, 95.52421,$
30, 37, Wood, Tool, maxPriceBelief, 191.0484,$
30, 37, Wood, Wood, stock, 0,$
30, 37, Wood, Wood, minPriceBelief, 330.241,$
30, 37, Wood, Wood, maxPriceBelief, 363.2651,$
30, 37, Wood, cash, stock, -98.18198,$
30, 142, Ore, Food, stock, 0,$
30, 142, Ore, Food, minPriceBelief, 156.5819,$
30, 142, Ore, Food, maxPriceBelief, 313.1638,$
30, 142, Ore, Ore, stock, 0,$
30, 142, Ore, Ore, minPriceBelief, 660.4821,$
30, 142, Ore, Ore, maxPriceBelief, 726.5303,$
30, 142, Ore, cash, stock, 2446.96,$
30, 269, Tool, Food, stock, 10,$
30, 269, Tool, Food, minPriceBelief, 358.2816,$
30, 269, Tool, Food, maxPriceBelief, 716.5632,$
30, 269, Tool, Metal, stock, 3,$
30, 269, Tool, Metal, minPriceBelief, 542.9639,$
30, 269, Tool, Metal, maxPriceBelief, 1000,$
30, 269, Tool, Tool, stock, 0,$
30, 269, Tool, Tool, minPriceBelief, 900,$
30, 269, Tool, Tool, maxPriceBelief, 1000,$
30, 269, Tool, cash, stock, -2609.697,$
30, 40, Ore, Food, stock, 0,$
30, 40, Ore, Food, minPriceBelief, 155.599,$
30, 40, Ore, Food, maxPriceBelief, 311.1979,$
30, 40, Ore, Ore, stock, 0,$
30, 40, Ore, Ore, minPriceBelief, 660.4821,$
30, 40, Ore, Ore, maxPriceBelief, 726.5303,$
30, 40, Ore, cash, stock, 534.6102,$
30, 41, Ore, Food, stock, 0,$
30, 41, Ore, Food, minPriceBelief, 155.6596,$
30, 41, Ore, Food, maxPriceBelief, 311.3191,$
30, 41, Ore, Ore, stock, 0,$
30, 41, Ore, Ore, minPriceBelief, 660.4821,$
30, 41, Ore, Ore, maxPriceBelief, 726.5303,$
30, 41, Ore, cash, stock, 330.0904,$
30, 42, Ore, Food, stock, 0,$
30, 42, Ore, Food, minPriceBelief, 155.7382,$
30, 42, Ore, Food, maxPriceBelief, 311.4763,$
30, 42, Ore, Ore, stock, 0,$
30, 42, Ore, Ore, minPriceBelief, 660.4821,$
30, 42, Ore, Ore, maxPriceBelief, 726.5303,$
30, 42, Ore, cash, stock, 431.3039,$
30, 43, Ore, Food, stock, 0,$
30, 43, Ore, Food, minPriceBelief, 155.7349,$
30, 43, Ore, Food, maxPriceBelief, 311.4698,$
30, 43, Ore, Ore, stock, 0,$
30, 43, Ore, Ore, minPriceBelief, 660.4821,$
30, 43, Ore, Ore, maxPriceBelief, 726.5303,$
30, 43, Ore, cash, stock, 528.6906,$
30, 44, Ore, Food, stock, 0,$
30, 44, Ore, Food, minPriceBelief, 155.905,$
30, 44, Ore, Food, maxPriceBelief, 311.8099,$
30, 44, Ore, Ore, stock, 0,$
30, 44, Ore, Ore, minPriceBelief, 660.4821,$
30, 44, Ore, Ore, maxPriceBelief, 726.5303,$
30, 44, Ore, cash, stock, 116.2639,$
30, 45, Ore, Food, stock, 0,$
30, 45, Ore, Food, minPriceBelief, 155.5685,$
30, 45, Ore, Food, maxPriceBelief, 311.137,$
30, 45, Ore, Ore, stock, 0,$
30, 45, Ore, Ore, minPriceBelief, 660.4821,$
30, 45, Ore, Ore, maxPriceBelief, 726.5303,$
30, 45, Ore, cash, stock, 864.0718,$
30, 46, Ore, Food, stock, 0,$
30, 46, Ore, Food, minPriceBelief, 155.5726,$
30, 46, Ore, Food, maxPriceBelief, 311.1452,$
30, 46, Ore, Ore, stock, 0,$
30, 46, Ore, Ore, minPriceBelief, 660.4821,$
30, 46, Ore, Ore, maxPriceBelief, 726.5303,$
30, 46, Ore, cash, stock, 1179.494,$
30, 189, Metal, Food, stock, 0,$
30, 189, Metal, Food, minPriceBelief, 184.5856,$
30, 189, Metal, Food, maxPriceBelief, 369.1712,$
30, 189, Metal, Ore, stock, 0.1999999,$
30, 189, Metal, Ore, minPriceBelief, 254.1011,$
30, 189, Metal, Ore, maxPriceBelief, 508.2023,$
30, 189, Metal, Metal, stock, 0,$
30, 189, Metal, Metal, minPriceBelief, 900,$
30, 189, Metal, Metal, maxPriceBelief, 1000,$
30, 189, Metal, cash, stock, 1244.037,$
30, 48, Ore, Food, stock, 0,$
30, 48, Ore, Food, minPriceBelief, 160.97,$
30, 48, Ore, Food, maxPriceBelief, 321.9401,$
30, 48, Ore, Ore, stock, 0,$
30, 48, Ore, Ore, minPriceBelief, 660.4821,$
30, 48, Ore, Ore, maxPriceBelief, 726.5303,$
30, 48, Ore, cash, stock, 22.15047,$
30, 254, Metal, Food, stock, 0.9000001,$
30, 254, Metal, Food, minPriceBelief, 276.8312,$
30, 254, Metal, Food, maxPriceBelief, 553.6625,$
30, 254, Metal, Ore, stock, 1,$
30, 254, Metal, Ore, minPriceBelief, 412.8128,$
30, 254, Metal, Ore, maxPriceBelief, 825.6257,$
30, 254, Metal, Metal, stock, 0,$
30, 254, Metal, Metal, minPriceBelief, 900,$
30, 254, Metal, Metal, maxPriceBelief, 1000,$
30, 254, Metal, cash, stock, 1739.658,$
30, 50, Ore, Food, stock, 0,$
30, 50, Ore, Food, minPriceBelief, 155.5812,$
30, 50, Ore, Food, maxPriceBelief, 311.1623,$
30, 50, Ore, Ore, stock, 0,$
30, 50, Ore, Ore, minPriceBelief, 660.4821,$
30, 50, Ore, Ore, maxPriceBelief, 726.5303,$
30, 50, Ore, cash, stock, 618.7135,$
30, 51, Ore, Food, stock, 0,$
30, 51, Ore, Food, minPriceBelief, 156.2323,$
30, 51, Ore, Food, maxPriceBelief, 312.4646,$
30, 51, Ore, Ore, stock, 0,$
30, 51, Ore, Ore, minPriceBelief, 660.4821,$
30, 51, Ore, Ore, maxPriceBelief, 726.5303,$
30, 51, Ore, cash, stock, 112.8789,$
30, 52, Ore, Food, stock, 0,$
30, 52, Ore, Food, minPriceBelief, 155.7382,$
30, 52, Ore, Food, maxPriceBelief, 311.4763,$
30, 52, Ore, Ore, stock, 0,$
30, 52, Ore, Ore, minPriceBelief, 660.4821,$
30, 52, Ore, Ore, maxPriceBelief, 726.5303,$
30, 52, Ore, cash, stock, 447.4575,$
30, 53, Ore, Food, stock, 0,$
30, 53, Ore, Food, minPriceBelief, 155.9038,$
30, 53, Ore, Food, maxPriceBelief, 311.8075,$
30, 53, Ore, Ore, stock, 0,$
30, 53, Ore, Ore, minPriceBelief, 660.4821,$
30, 53, Ore, Ore, maxPriceBelief, 726.5303,$
30, 53, Ore, cash, stock, 256.4851,$
30, 54, Ore, Food, stock, 0,$
30, 54, Ore, Food, minPriceBelief, 156.2324,$
30, 54, Ore, Food, maxPriceBelief, 312.4648,$
30, 54, Ore, Ore, stock, 0,$
30, 54, Ore, Ore, minPriceBelief, 660.4821,$
30, 54, Ore, Ore, maxPriceBelief, 726.5303,$
30, 54, Ore, cash, stock, 121.0394,$
30, 55, Ore, Food, stock, 0,$
30, 55, Ore, Food, minPriceBelief, 155.9057,$
30, 55, Ore, Food, maxPriceBelief, 311.8113,$
30, 55, Ore, Ore, stock, 0,$
30, 55, Ore, Ore, minPriceBelief, 660.4821,$
30, 55, Ore, Ore, maxPriceBelief, 726.5303,$
30, 55, Ore, cash, stock, 268.8306,$
30, 255, Metal, Food, stock, 0.9000001,$
30, 255, Metal, Food, minPriceBelief, 276.8312,$
30, 255, Metal, Food, maxPriceBelief, 553.6625,$
30, 255, Metal, Ore, stock, 1,$
30, 255, Metal, Ore, minPriceBelief, 412.8128,$
30, 255, Metal, Ore, maxPriceBelief, 825.6257,$
30, 255, Metal, Metal, stock, 0,$
30, 255, Metal, Metal, minPriceBelief, 900,$
30, 255, Metal, Metal, maxPriceBelief, 1000,$
30, 255, Metal, cash, stock, 1731.478,$
30, 57, Ore, Food, stock, 0,$
30, 57, Ore, Food, minPriceBelief, 156.2323,$
30, 57, Ore, Food, maxPriceBelief, 312.4646,$
30, 57, Ore, Ore, stock, 0,$
30, 57, Ore, Ore, minPriceBelief, 660.4821,$
30, 57, Ore, Ore, maxPriceBelief, 726.5303,$
30, 57, Ore, cash, stock, 125.2982,$
30, 270, Tool, Food, stock, 2.7,$
30, 270, Tool, Food, minPriceBelief, 369.6606,$
30, 270, Tool, Food, maxPriceBelief, 739.3213,$
30, 270, Tool, Metal, stock, 10,$
30, 270, Tool, Metal, minPriceBelief, 485.9547,$
30, 270, Tool, Metal, maxPriceBelief, 971.9094,$
30, 270, Tool, Tool, stock, 0.8999958,$
30, 270, Tool, Tool, minPriceBelief, 900,$
30, 270, Tool, Tool, maxPriceBelief, 1000,$
30, 270, Tool, cash, stock, -6586.421,$
30, 59, Ore, Food, stock, 0,$
30, 59, Ore, Food, minPriceBelief, 155.6197,$
30, 59, Ore, Food, maxPriceBelief, 311.2393,$
30, 59, Ore, Ore, stock, 0,$
30, 59, Ore, Ore, minPriceBelief, 660.4821,$
30, 59, Ore, Ore, maxPriceBelief, 726.5303,$
30, 59, Ore, cash, stock, 574.5804,$
30, 151, Ore, Food, stock, 0,$
30, 151, Ore, Food, minPriceBelief, 157.4812,$
30, 151, Ore, Food, maxPriceBelief, 314.9623,$
30, 151, Ore, Ore, stock, 0,$
30, 151, Ore, Ore, minPriceBelief, 660.4821,$
30, 151, Ore, Ore, maxPriceBelief, 726.5303,$
30, 151, Ore, cash, stock, 3352.495,$
30, 271, Tool, Food, stock, 2.7,$
30, 271, Tool, Food, minPriceBelief, 369.6606,$
30, 271, Tool, Food, maxPriceBelief, 739.3213,$
30, 271, Tool, Metal, stock, 3,$
30, 271, Tool, Metal, minPriceBelief, 542.9639,$
30, 271, Tool, Metal, maxPriceBelief, 1000,$
30, 271, Tool, Tool, stock, 1,$
30, 271, Tool, Tool, minPriceBelief, 900,$
30, 271, Tool, Tool, maxPriceBelief, 1000,$
30, 271, Tool, cash, stock, 100,$
30, 272, Tool, Food, stock, 2.7,$
30, 272, Tool, Food, minPriceBelief, 369.6606,$
30, 272, Tool, Food, maxPriceBelief, 739.3213,$
30, 272, Tool, Metal, stock, 3,$
30, 272, Tool, Metal, minPriceBelief, 542.9639,$
30, 272, Tool, Metal, maxPriceBelief, 1000,$
30, 272, Tool, Tool, stock, 1,$
30, 272, Tool, Tool, minPriceBelief, 900,$
30, 272, Tool, Tool, maxPriceBelief, 1000,$
30, 272, Tool, cash, stock, 100,$
30, 147, Ore, Food, stock, 0,$
30, 147, Ore, Food, minPriceBelief, 156.1002,$
30, 147, Ore, Food, maxPriceBelief, 312.2004,$
30, 147, Ore, Ore, stock, 0,$
30, 147, Ore, Ore, minPriceBelief, 660.4821,$
30, 147, Ore, Ore, maxPriceBelief, 726.5303,$
30, 147, Ore, cash, stock, 4719.719,$
30, 222, Metal, Food, stock, 0,$
30, 222, Metal, Food, minPriceBelief, 215.3177,$
30, 222, Metal, Food, maxPriceBelief, 430.6354,$
30, 222, Metal, Ore, stock, 0.1999999,$
30, 222, Metal, Ore, minPriceBelief, 333.8626,$
30, 222, Metal, Ore, maxPriceBelief, 667.7252,$
30, 222, Metal, Metal, stock, 0,$
30, 222, Metal, Metal, minPriceBelief, 900,$
30, 222, Metal, Metal, maxPriceBelief, 1000,$
30, 222, Metal, cash, stock, 1713.976,$
30, 65, Metal, Food, stock, 0.9290458,$
30, 65, Metal, Food, minPriceBelief, 155.9038,$
30, 65, Metal, Food, maxPriceBelief, 311.8075,$
30, 65, Metal, Ore, stock, 0,$
30, 65, Metal, Ore, minPriceBelief, 208.1019,$
30, 65, Metal, Ore, maxPriceBelief, 416.2038,$
30, 65, Metal, Metal, stock, 0,$
30, 65, Metal, Metal, minPriceBelief, 900,$
30, 65, Metal, Metal, maxPriceBelief, 1000,$
30, 65, Metal, cash, stock, 112.6403,$
30, 66, Metal, Food, stock, 0,$
30, 66, Metal, Food, minPriceBelief, 155.9046,$
30, 66, Metal, Food, maxPriceBelief, 311.8093,$
30, 66, Metal, Ore, stock, 7.000002,$
30, 66, Metal, Ore, minPriceBelief, 208.0276,$
30, 66, Metal, Ore, maxPriceBelief, 416.0551,$
30, 66, Metal, Metal, stock, 0,$
30, 66, Metal, Metal, minPriceBelief, 900,$
30, 66, Metal, Metal, maxPriceBelief, 1000,$
30, 66, Metal, cash, stock, 64.8029,$
30, 256, Metal, Food, stock, 0.9000001,$
30, 256, Metal, Food, minPriceBelief, 276.8312,$
30, 256, Metal, Food, maxPriceBelief, 553.6625,$
30, 256, Metal, Ore, stock, 1,$
30, 256, Metal, Ore, minPriceBelief, 412.8128,$
30, 256, Metal, Ore, maxPriceBelief, 825.6257,$
30, 256, Metal, Metal, stock, 0,$
30, 256, Metal, Metal, minPriceBelief, 900,$
30, 256, Metal, Metal, maxPriceBelief, 1000,$
30, 256, Metal, cash, stock, 1766.597,$
30, 68, Metal, Food, stock, 0,$
30, 68, Metal, Food, minPriceBelief, 155.7421,$
30, 68, Metal, Food, maxPriceBelief, 311.4841,$
30, 68, Metal, Ore, stock, 0.2000028,$
30, 68, Metal, Ore, minPriceBelief, 208.0607,$
30, 68, Metal, Ore, maxPriceBelief, 416.1214,$
30, 68, Metal, Metal, stock, 0,$
30, 68, Metal, Metal, minPriceBelief, 900,$
30, 68, Metal, Metal, maxPriceBelief, 1000,$
30, 68, Metal, cash, stock, 392.5684,$
30, 69, Metal, Food, stock, 16.15861,$
30, 69, Metal, Food, minPriceBelief, 155.7416,$
