round, agent, produces, commodity_stock, type, cs_amount
35, 69, Metal, Ore, maxPriceBelief, 1.503356
35, 69, Metal, Metal, stock, 0
35, 69, Metal, Metal, minPriceBelief, 6.14211
35, 69, Metal, Metal, maxPriceBelief, 6.756321
35, 69, Metal, cash, stock, -16.27997
35, 69, Metal, profit, stock, 0
35, 70, Metal, Food, stock, 0
35, 70, Metal, Food, minPriceBelief, 1.454968
35, 70, Metal, Food, maxPriceBelief, 2.909936
35, 70, Metal, Ore, stock, 0.8123518
35, 70, Metal, Ore, minPriceBelief, 1
35, 70, Metal, Ore, maxPriceBelief, 1.699596
35, 70, Metal, Metal, stock, 0
35, 70, Metal, Metal, minPriceBelief, 19.01645
35, 70, Metal, Metal, maxPriceBelief, 20.9181
35, 70, Metal, cash, stock, 11.64186
35, 70, Metal, profit, stock, 0
35, 71, Metal, Food, stock, 3.765885
35, 71, Metal, Food, minPriceBelief, 1.173552
35, 71, Metal, Food, maxPriceBelief, 2.347104
35, 71, Metal, Ore, stock, 0
35, 71, Metal, Ore, minPriceBelief, 1
35, 71, Metal, Ore, maxPriceBelief, 1.515352
35, 71, Metal, Metal, stock, 0
35, 71, Metal, Metal, minPriceBelief, 18.03743
35, 71, Metal, Metal, maxPriceBelief, 19.84117
35, 71, Metal, cash, stock, -0.5618643
35, 71, Metal, profit, stock, 0
35, 72, Metal, Food, stock, 0
35, 72, Metal, Food, minPriceBelief, 1.454968
35, 72, Metal, Food, maxPriceBelief, 2.909936
35, 72, Metal, Ore, stock, 1.229243
35, 72, Metal, Ore, minPriceBelief, 1
35, 72, Metal, Ore, maxPriceBelief, 1.704298
35, 72, Metal, Metal, stock, 0
35, 72, Metal, Metal, minPriceBelief, 41.52906
35, 72, Metal, Metal, maxPriceBelief, 45.68197
35, 72, Metal, cash, stock, 10.32751
35, 72, Metal, profit, stock, 0
35, 73, Metal, Food, stock, 0
35, 73, Metal, Food, minPriceBelief, 1.454968
35, 73, Metal, Food, maxPriceBelief, 2.909936
35, 73, Metal, Ore, stock, 1.352702
35, 73, Metal, Ore, minPriceBelief, 1
35, 73, Metal, Ore, maxPriceBelief, 1.601188
35, 73, Metal, Metal, stock, 0
35, 73, Metal, Metal, minPriceBelief, 17.27122
35, 73, Metal, Metal, maxPriceBelief, 18.99834
35, 73, Metal, cash, stock, 2.991217
35, 73, Metal, profit, stock, 0
35, 74, Metal, Food, stock, 0
35, 74, Metal, Food, minPriceBelief, 1.454968
35, 74, Metal, Food, maxPriceBelief, 2.909936
35, 74, Metal, Ore, stock, 9.4
35, 74, Metal, Ore, minPriceBelief, 1
35, 74, Metal, Ore, maxPriceBelief, 1.504498
35, 74, Metal, Metal, stock, 0
35, 74, Metal, Metal, minPriceBelief, 36.72733
35, 74, Metal, Metal, maxPriceBelief, 40.40007
35, 74, Metal, cash, stock, -32.79879
35, 74, Metal, profit, stock, 0
35, 75, Metal, Food, stock, 0
35, 75, Metal, Food, minPriceBelief, 1.454968
35, 75, Metal, Food, maxPriceBelief, 2.909936
35, 75, Metal, Ore, stock, 1.600001
35, 75, Metal, Ore, minPriceBelief, 1
35, 75, Metal, Ore, maxPriceBelief, 1.70575
35, 75, Metal, Metal, stock, 0
35, 75, Metal, Metal, minPriceBelief, 6.991032
35, 75, Metal, Metal, maxPriceBelief, 7.690135
35, 75, Metal, cash, stock, 18.4706
35, 75, Metal, profit, stock, 0
35, 76, Metal, Food, stock, 0
35, 76, Metal, Food, minPriceBelief, 1.173914
35, 76, Metal, Food, maxPriceBelief, 2.347828
35, 76, Metal, Ore, stock, 2.713987
35, 76, Metal, Ore, minPriceBelief, 1
35, 76, Metal, Ore, maxPriceBelief, 1.503621
35, 76, Metal, Metal, stock, 0
35, 76, Metal, Metal, minPriceBelief, 19.10205
35, 76, Metal, Metal, maxPriceBelief, 21.01225
35, 76, Metal, cash, stock, 26.96938
35, 76, Metal, profit, stock, 0
35, 77, Metal, Food, stock, 1.4
35, 77, Metal, Food, minPriceBelief, 1.184179
35, 77, Metal, Food, maxPriceBelief, 2.368358
35, 77, Metal, Ore, stock, 0
35, 77, Metal, Ore, minPriceBelief, 1
35, 77, Metal, Ore, maxPriceBelief, 1.706467
35, 77, Metal, Metal, stock, 0
35, 77, Metal, Metal, minPriceBelief, 26.92576
35, 77, Metal, Metal, maxPriceBelief, 29.61834
35, 77, Metal, cash, stock, -10.41886
35, 77, Metal, profit, stock, 0
35, 78, Metal, Food, stock, 0
35, 78, Metal, Food, minPriceBelief, 1.454968
35, 78, Metal, Food, maxPriceBelief, 2.909936
35, 78, Metal, Ore, stock, 3.800001
35, 78, Metal, Ore, minPriceBelief, 1
35, 78, Metal, Ore, maxPriceBelief, 1.551327
35, 78, Metal, Metal, stock, 0
35, 78, Metal, Metal, minPriceBelief, 5.24615
35, 78, Metal, Metal, maxPriceBelief, 5.770766
35, 78, Metal, cash, stock, 32.54519
35, 78, Metal, profit, stock, 0
35, 79, Metal, Food, stock, 0
35, 79, Metal, Food, minPriceBelief, 1.454968
35, 79, Metal, Food, maxPriceBelief, 2.909936
35, 79, Metal, Ore, stock, 12.63471
35, 79, Metal, Ore, minPriceBelief, 1
35, 79, Metal, Ore, maxPriceBelief, 1.503563
35, 79, Metal, Metal, stock, 0
35, 79, Metal, Metal, minPriceBelief, 18.07377
35, 79, Metal, Metal, maxPriceBelief, 19.88114
35, 79, Metal, cash, stock, -6.424023
35, 79, Metal, profit, stock, 0
35, 80, Tool, Food, stock, 0
35, 80, Tool, Food, minPriceBelief, 1.454968
35, 80, Tool, Food, maxPriceBelief, 2.909936
35, 80, Tool, Metal, stock, 8.839237
35, 80, Tool, Metal, minPriceBelief, 1.788101
35, 80, Tool, Metal, maxPriceBelief, 3.576201
35, 80, Tool, Tool, stock, 0
35, 80, Tool, Tool, minPriceBelief, 8.448668
35, 80, Tool, Tool, maxPriceBelief, 9.293534
35, 80, Tool, cash, stock, 18.67932
35, 80, Tool, profit, stock, 0
35, 81, Tool, Food, stock, 0
35, 81, Tool, Food, minPriceBelief, 1.204926
35, 81, Tool, Food, maxPriceBelief, 2.409852
35, 81, Tool, Metal, stock, 2.578999
35, 81, Tool, Metal, minPriceBelief, 1.879706
35, 81, Tool, Metal, maxPriceBelief, 3.759413
35, 81, Tool, Tool, stock, 0
35, 81, Tool, Tool, minPriceBelief, 37.23828
35, 81, Tool, Tool, maxPriceBelief, 40.96211
35, 81, Tool, cash, stock, 9.878868
35, 81, Tool, profit, stock, 0
35, 82, Tool, Food, stock, 5.134535
35, 82, Tool, Food, minPriceBelief, 1.173419
35, 82, Tool, Food, maxPriceBelief, 2.346838
35, 82, Tool, Metal, stock, 0
35, 82, Tool, Metal, minPriceBelief, 1.815141
35, 82, Tool, Metal, maxPriceBelief, 3.630282
35, 82, Tool, Tool, stock, 0
35, 82, Tool, Tool, minPriceBelief, 56.59023
35, 82, Tool, Tool, maxPriceBelief, 62.28664
35, 82, Tool, cash, stock, -23.41236
35, 82, Tool, profit, stock, 0
35, 83, Tool, Food, stock, 0
35, 83, Tool, Food, minPriceBelief, 1.321866
35, 83, Tool, Food, maxPriceBelief, 2.643731
35, 83, Tool, Metal, stock, 12.21389
35, 83, Tool, Metal, minPriceBelief, 1.782577
35, 83, Tool, Metal, maxPriceBelief, 3.565155
35, 83, Tool, Tool, stock, -0.04347825
35, 83, Tool, Tool, minPriceBelief, 68.16881
35, 83, Tool, Tool, maxPriceBelief, 74.98569
35, 83, Tool, cash, stock, -37.56167
35, 83, Tool, profit, stock, 0
35, 84, Tool, Food, stock, 1.202695
35, 84, Tool, Food, minPriceBelief, 1.175102
35, 84, Tool, Food, maxPriceBelief, 2.350204
35, 84, Tool, Metal, stock, 0
35, 84, Tool, Metal, minPriceBelief, 1.985871
35, 84, Tool, Metal, maxPriceBelief, 3.971743
35, 84, Tool, Tool, stock, 0
35, 84, Tool, Tool, minPriceBelief, 61.97899
35, 84, Tool, Tool, maxPriceBelief, 68.17689
35, 84, Tool, cash, stock, -4.373833
35, 84, Tool, profit, stock, 0
35, 85, Tool, Food, stock, 0
35, 85, Tool, Food, minPriceBelief, 1.454968
35, 85, Tool, Food, maxPriceBelief, 2.909936
35, 85, Tool, Metal, stock, 6.075101
35, 85, Tool, Metal, minPriceBelief, 1.830684
35, 85, Tool, Metal, maxPriceBelief, 3.661369
35, 85, Tool, Tool, stock, 0
35, 85, Tool, Tool, minPriceBelief, 41.62689
35, 85, Tool, Tool, maxPriceBelief, 45.78958
35, 85, Tool, cash, stock, -20.46477
35, 85, Tool, profit, stock, 0
35, 86, Tool, Food, stock, 0
35, 86, Tool, Food, minPriceBelief, 1.454968
35, 86, Tool, Food, maxPriceBelief, 2.909936
35, 86, Tool, Metal, stock, 1.695246
35, 86, Tool, Metal, minPriceBelief, 1.982661
35, 86, Tool, Metal, maxPriceBelief, 3.965321
35, 86, Tool, Tool, stock, 0
35, 86, Tool, Tool, minPriceBelief, 17.9266
35, 86, Tool, Tool, maxPriceBelief, 19.71926
35, 86, Tool, cash, stock, 9.931031
35, 86, Tool, profit, stock, 0
35, 87, Tool, Food, stock, 0
35, 87, Tool, Food, minPriceBelief, 1.237748
35, 87, Tool, Food, maxPriceBelief, 2.475495
35, 87, Tool, Metal, stock, 9.795281
35, 87, Tool, Metal, minPriceBelief, 1.782796
35, 87, Tool, Metal, maxPriceBelief, 3.565591
35, 87, Tool, Tool, stock, 0
35, 87, Tool, Tool, minPriceBelief, 18.82655
35, 87, Tool, Tool, maxPriceBelief, 20.70921
35, 87, Tool, cash, stock, -30.0003
35, 87, Tool, profit, stock, 0
35, 88, Tool, Food, stock, 0
35, 88, Tool, Food, minPriceBelief, 1.454968
35, 88, Tool, Food, maxPriceBelief, 2.909936
35, 88, Tool, Metal, stock, 9.007918
35, 88, Tool, Metal, minPriceBelief, 1.783349
35, 88, Tool, Metal, maxPriceBelief, 3.566697
35, 88, Tool, Tool, stock, 0
35, 88, Tool, Tool, minPriceBelief, 50.03772
35, 88, Tool, Tool, maxPriceBelief, 55.04149
35, 88, Tool, cash, stock, -73.82773
35, 88, Tool, profit, stock, 0
35, 89, Tool, Food, stock, 0
35, 89, Tool, Food, minPriceBelief, 1.237736
35, 89, Tool, Food, maxPriceBelief, 2.475472
35, 89, Tool, Metal, stock, 7.268518
35, 89, Tool, Metal, minPriceBelief, 1.782854
35, 89, Tool, Metal, maxPriceBelief, 3.565708
35, 89, Tool, Tool, stock, 0
35, 89, Tool, Tool, minPriceBelief, 29.50061
35, 89, Tool, Tool, maxPriceBelief, 32.45067
35, 89, Tool, cash, stock, -32.30577
35, 89, Tool, profit, stock, 0
35, 90, Tool, Food, stock, 0
35, 90, Tool, Food, minPriceBelief, 1.175904
35, 90, Tool, Food, maxPriceBelief, 2.351807
35, 90, Tool, Metal, stock, 7.368981
35, 90, Tool, Metal, minPriceBelief, 1.782513
35, 90, Tool, Metal, maxPriceBelief, 3.565027
35, 90, Tool, Tool, stock, 0
35, 90, Tool, Tool, minPriceBelief, 31.23594
35, 90, Tool, Tool, maxPriceBelief, 34.35954
35, 90, Tool, cash, stock, 13.79743
35, 90, Tool, profit, stock, 0
35, 91, Tool, Food, stock, 0
35, 91, Tool, Food, minPriceBelief, 1.177482
35, 91, Tool, Food, maxPriceBelief, 2.354963
35, 91, Tool, Metal, stock, 10.51069
35, 91, Tool, Metal, minPriceBelief, 1.78179
35, 91, Tool, Metal, maxPriceBelief, 3.563581
35, 91, Tool, Tool, stock, 0
35, 91, Tool, Tool, minPriceBelief, 40.77767
35, 91, Tool, Tool, maxPriceBelief, 44.85543
35, 91, Tool, cash, stock, 6.864588
35, 91, Tool, profit, stock, 0
35, 92, Tool, Food, stock, 0
35, 92, Tool, Food, minPriceBelief, 1.454968
35, 92, Tool, Food, maxPriceBelief, 2.909936
35, 92, Tool, Metal, stock, 17.40399
35, 92, Tool, Metal, minPriceBelief, 1.781954
35, 92, Tool, Metal, maxPriceBelief, 3.563909
35, 92, Tool, Tool, stock, 0
35, 92, Tool, Tool, minPriceBelief, 16.47187
35, 92, Tool, Tool, maxPriceBelief, 18.11906
35, 92, Tool, cash, stock, -37.22658
35, 92, Tool, profit, stock, 0
35, 93, Tool, Food, stock, 0
35, 93, Tool, Food, minPriceBelief, 1.454968
35, 93, Tool, Food, maxPriceBelief, 2.909936
35, 93, Tool, Metal, stock, 4.23861
35, 93, Tool, Metal, minPriceBelief, 1.879534
35, 93, Tool, Metal, maxPriceBelief, 3.759068
35, 93, Tool, Tool, stock, 0
35, 93, Tool, Tool, minPriceBelief, 16.59056
35, 93, Tool, Tool, maxPriceBelief, 18.24962
35, 93, Tool, cash, stock, 35.901
35, 93, Tool, profit, stock, 0
35, 94, Tool, Food, stock, 0
35, 94, Tool, Food, minPriceBelief, 1.454968
35, 94, Tool, Food, maxPriceBelief, 2.909936
35, 94, Tool, Metal, stock, 18.02805
35, 94, Tool, Metal, minPriceBelief, 1.782385
35, 94, Tool, Metal, maxPriceBelief, 3.564771
35, 94, Tool, Tool, stock, 0
35, 94, Tool, Tool, minPriceBelief, 24.28498
35, 94, Tool, Tool, maxPriceBelief, 26.71348
35, 94, Tool, cash, stock, -35.34266
35, 94, Tool, profit, stock, 0
35, 95, Tool, Food, stock, 0
35, 95, Tool, Food, minPriceBelief, 1.174934
35, 95, Tool, Food, maxPriceBelief, 2.349868
35, 95, Tool, Metal, stock, 10.981
35, 95, Tool, Metal, minPriceBelief, 1.782215
35, 95, Tool, Metal, maxPriceBelief, 3.56443
35, 95, Tool, Tool, stock, 0
35, 95, Tool, Tool, minPriceBelief, 62.6249
35, 95, Tool, Tool, maxPriceBelief, 68.88739
35, 95, Tool, cash, stock, 3.57761
35, 95, Tool, profit, stock, 0
35, 96, Tool, Food, stock, 0
35, 96, Tool, Food, minPriceBelief, 1.454968
35, 96, Tool, Food, maxPriceBelief, 2.909936
35, 96, Tool, Metal, stock, 7.783849
35, 96, Tool, Metal, minPriceBelief, 1.785381
35, 96, Tool, Metal, maxPriceBelief, 3.570762
35, 96, Tool, Tool, stock, 0
35, 96, Tool, Tool, minPriceBelief, 15.78341
35, 96, Tool, Tool, maxPriceBelief, 17.36175
35, 96, Tool, cash, stock, -23.50272
35, 96, Tool, profit, stock, 0
35, 97, Tool, Food, stock, 0
35, 97, Tool, Food, minPriceBelief, 1.454968
35, 97, Tool, Food, maxPriceBelief, 2.909936
35, 97, Tool, Metal, stock, 15.27438
35, 97, Tool, Metal, minPriceBelief, 1.782088
35, 97, Tool, Metal, maxPriceBelief, 3.564175
35, 97, Tool, Tool, stock, 0
35, 97, Tool, Tool, minPriceBelief, 10.60813
35, 97, Tool, Tool, maxPriceBelief, 11.66895
35, 97, Tool, cash, stock, -20.45173
35, 97, Tool, profit, stock, 0
35, 98, Tool, Food, stock, 0
35, 98, Tool, Food, minPriceBelief, 1.324734
35, 98, Tool, Food, maxPriceBelief, 2.649467
35, 98, Tool, Metal, stock, 4.328253
35, 98, Tool, Metal, minPriceBelief, 1.830456
35, 98, Tool, Metal, maxPriceBelief, 3.660913
35, 98, Tool, Tool, stock, 0
35, 98, Tool, Tool, minPriceBelief, 67.41556
35, 98, Tool, Tool, maxPriceBelief, 74.15711
35, 98, Tool, cash, stock, -3.569556
35, 98, Tool, profit, stock, 0
35, 99, Tool, Food, stock, 9.251906
35, 99, Tool, Food, minPriceBelief, 1.17317
35, 99, Tool, Food, maxPriceBelief, 2.346341
35, 99, Tool, Metal, stock, 0
35, 99, Tool, Metal, minPriceBelief, 1.891644
35, 99, Tool, Metal, maxPriceBelief, 3.783288
35, 99, Tool, Tool, stock, 0
35, 99, Tool, Tool, minPriceBelief, 68.97146
35, 99, Tool, Tool, maxPriceBelief, 75.86861
35, 99, Tool, cash, stock, -27.901
35, 99, Tool, profit, stock, 0

36, 0, Food, Wood, stock, 0
36, 0, Food, Wood, minPriceBelief, 1
36, 0, Food, Wood, maxPriceBelief, 1.396148
36, 0, Food, Food, stock, -1.5
36, 0, Food, Food, minPriceBelief, 12.27291
36, 0, Food, Food, maxPriceBelief, 13.5002
36, 0, Food, cash, stock, 126.1953
36, 0, Food, profit, stock, 0
36, 1, Food, Wood, stock, 0
36, 1, Food, Wood, minPriceBelief, 1
36, 1, Food, Wood, maxPriceBelief, 1.397439
36, 1, Food, Food, stock, -2.1
36, 1, Food, Food, minPriceBelief, 4.255295
36, 1, Food, Food, maxPriceBelief, 4.680824
36, 1, Food, cash, stock, 129.7917
36, 1, Food, profit, stock, 0
36, 2, Food, Wood, stock, 0
36, 2, Food, Wood, minPriceBelief, 1
36, 2, Food, Wood, maxPriceBelief, 1.396102
36, 2, Food, Food, stock, -1.7
36, 2, Food, Food, minPriceBelief, 11.69633
36, 2, Food, Food, maxPriceBelief, 12.86596
36, 2, Food, cash, stock, 130.8937
36, 2, Food, profit, stock, 0
36, 3, Food, Wood, stock, 0
36, 3, Food, Wood, minPriceBelief, 1
36, 3, Food, Wood, maxPriceBelief, 1.399764
36, 3, Food, Food, stock, -1.1
36, 3, Food, Food, minPriceBelief, 19.31193
36, 3, Food, Food, maxPriceBelief, 21.24313
36, 3, Food, cash, stock, 109.03
36, 3, Food, profit, stock, 0
36, 4, Food, Wood, stock, 0
36, 4, Food, Wood, minPriceBelief, 1
36, 4, Food, Wood, maxPriceBelief, 1.396214
36, 4, Food, Food, stock, -1.1
36, 4, Food, Food, minPriceBelief, 19.82637
36, 4, Food, Food, maxPriceBelief, 21.809
36, 4, Food, cash, stock, 104.3446
36, 4, Food, profit, stock, 0
36, 5, Food, Wood, stock, 0
36, 5, Food, Wood, minPriceBelief, 1
36, 5, Food, Wood, maxPriceBelief, 1.396764
36, 5, Food, Food, stock, -2.1
36, 5, Food, Food, minPriceBelief, 3.784976
36, 5, Food, Food, maxPriceBelief, 4.445402
36, 5, Food, cash, stock, 126.8481
36, 5, Food, profit, stock, 0
36, 6, Food, Wood, stock, 0
36, 6, Food, Wood, minPriceBelief, 1
36, 6, Food, Wood, maxPriceBelief, 1.493911
36, 6, Food, Food, stock, -1.1
36, 6, Food, Food, minPriceBelief, 21.45627
36, 6, Food, Food, maxPriceBelief, 23.6019
36, 6, Food, cash, stock, 80.9446
36, 6, Food, profit, stock, 0
36, 7, Food, Wood, stock, 0
36, 7, Food, Wood, minPriceBelief, 1
36, 7, Food, Wood, maxPriceBelief, 1.396236
36, 7, Food, Food, stock, -1.4
36, 7, Food, Food, minPriceBelief, 12.3337
36, 7, Food, Food, maxPriceBelief, 13.56707
36, 7, Food, cash, stock, 117.2609
36, 7, Food, profit, stock, 0
36, 8, Food, Wood, stock, 0
36, 8, Food, Wood, minPriceBelief, 1
36, 8, Food, Wood, maxPriceBelief, 1.39571
36, 8, Food, Food, stock, -1.7
36, 8, Food, Food, minPriceBelief, 4.224012
36, 8, Food, Food, maxPriceBelief, 6.959256
36, 8, Food, cash, stock, 119.7001
36, 8, Food, profit, stock, 0
36, 9, Food, Wood, stock, 0
36, 9, Food, Wood, minPriceBelief, 1
36, 9, Food, Wood, maxPriceBelief, 1.397044
36, 9, Food, Food, stock, -1
36, 9, Food, Food, minPriceBelief, 14.82649
36, 9, Food, Food, maxPriceBelief, 16.30914
36, 9, Food, cash, stock, 115.3582
36, 9, Food, profit, stock, 0
36, 10, Food, Wood, stock, 0
36, 10, Food, Wood, minPriceBelief, 1
36, 10, Food, Wood, maxPriceBelief, 1.410871
36, 10, Food, Food, stock, -1.3
36, 10, Food, Food, minPriceBelief, 12.99208
36, 10, Food, Food, maxPriceBelief, 14.29129
36, 10, Food, cash, stock, 102.4405
36, 10, Food, profit, stock, 0
36, 11, Food, Wood, stock, 0
36, 11, Food, Wood, minPriceBelief, 1
36, 11, Food, Wood, maxPriceBelief, 1.396316
36, 11, Food, Food, stock, -1.8
36, 11, Food, Food, minPriceBelief, 7.933054
36, 11, Food, Food, maxPriceBelief, 8.72636
36, 11, Food, cash, stock, 115.6634
36, 11, Food, profit, stock, 0
36, 12, Food, Wood, stock, 0
36, 12, Food, Wood, minPriceBelief, 1
36, 12, Food, Wood, maxPriceBelief, 1.396038
36, 12, Food, Food, stock, -0.9000001
36, 12, Food, Food, minPriceBelief, 15.26408
36, 12, Food, Food, maxPriceBelief, 16.79049
36, 12, Food, cash, stock, 100.7261
36, 12, Food, profit, stock, 0
36, 13, Food, Wood, stock, 0
36, 13, Food, Wood, minPriceBelief, 1
36, 13, Food, Wood, maxPriceBelief, 1.396458
36, 13, Food, Food, stock, -2.1
36, 13, Food, Food, minPriceBelief, 8.167517
36, 13, Food, Food, maxPriceBelief, 8.984268
36, 13, Food, cash, stock, 126.338
36, 13, Food, profit, stock, 0
36, 14, Food, Wood, stock, 0
36, 14, Food, Wood, minPriceBelief, 1
36, 14, Food, Wood, maxPriceBelief, 1.395532
36, 14, Food, Food, stock, -0.8000001
36, 14, Food, Food, minPriceBelief, 15.36683
36, 14, Food, Food, maxPriceBelief, 16.90351
36, 14, Food, cash, stock, 142.8944
36, 14, Food, profit, stock, 0
36, 15, Food, Wood, stock, 0
36, 15, Food, Wood, minPriceBelief, 1
36, 15, Food, Wood, maxPriceBelief, 1.396453
36, 15, Food, Food, stock, -2.1
36, 15, Food, Food, minPriceBelief, 6.001581
36, 15, Food, Food, maxPriceBelief, 6.601739
36, 15, Food, cash, stock, 116.7445
36, 15, Food, profit, stock, 0
36, 16, Food, Wood, stock, 0
36, 16, Food, Wood, minPriceBelief, 1
36, 16, Food, Wood, maxPriceBelief, 1.396607
36, 16, Food, Food, stock, -1.9
36, 16, Food, Food, minPriceBelief, 8.126513
36, 16, Food, Food, maxPriceBelief, 8.939164
36, 16, Food, cash, stock, 123.217
36, 16, Food, profit, stock, 0
36, 17, Food, Wood, stock, 0
36, 17, Food, Wood, minPriceBelief, 1
36, 17, Food, Wood, maxPriceBelief, 1.774017
36, 17, Food, Food, stock, -3.199999
36, 17, Food, Food, minPriceBelief, 2
36, 17, Food, Food, maxPriceBelief, 2.2
36, 17, Food, cash, stock, 104.9521
36, 17, Food, profit, stock, 0
36, 18, Food, Wood, stock, 0
36, 18, Food, Wood, minPriceBelief, 1
36, 18, Food, Wood, maxPriceBelief, 1.397871
36, 18, Food, Food, stock, -1.5
36, 18, Food, Food, minPriceBelief, 12.12049
36, 18, Food, Food, maxPriceBelief, 13.33254
36, 18, Food, cash, stock, 115.9918
36, 18, Food, profit, stock, 0
36, 19, Food, Wood, stock, 0
36, 19, Food, Wood, minPriceBelief, 1
36, 19, Food, Wood, maxPriceBelief, 1.396281
36, 19, Food, Food, stock, -2.5
36, 19, Food, Food, minPriceBelief, 4.30263
36, 19, Food, Food, maxPriceBelief, 4.732893
36, 19, Food, cash, stock, 106.6428
36, 19, Food, profit, stock, 0
36, 20, Wood, Food, stock, 0
36, 20, Wood, Food, minPriceBelief, 1.010295
36, 20, Wood, Food, maxPriceBelief, 2.02059
36, 20, Wood, Tool, stock, 18.89723
36, 20, Wood, Tool, minPriceBelief, 4.599895
36, 20, Wood, Tool, maxPriceBelief, 9.199791
36, 20, Wood, Wood, stock, 0
36, 20, Wood, Wood, minPriceBelief, 6.806836
36, 20, Wood, Wood, maxPriceBelief, 7.48752
36, 20, Wood, cash, stock, 2.524374
36, 20, Wood, profit, stock, 0
36, 21, Wood, Food, stock, 0
36, 21, Wood, Food, minPriceBelief, 1.203986
36, 21, Wood, Food, maxPriceBelief, 2.407972
36, 21, Wood, Tool, stock, 16.4432
36, 21, Wood, Tool, minPriceBelief, 4.818236
36, 21, Wood, Tool, maxPriceBelief, 9.636472
36, 21, Wood, Wood, stock, 0
36, 21, Wood, Wood, minPriceBelief, 4.708679
36, 21, Wood, Wood, maxPriceBelief, 5.179547
36, 21, Wood, cash, stock, 14.61777
36, 21, Wood, profit, stock, 0
36, 22, Wood, Food, stock, 0
36, 22, Wood, Food, minPriceBelief, 1
36, 22, Wood, Food, maxPriceBelief, 1.920216
36, 22, Wood, Tool, stock, 18.50555
36, 22, Wood, Tool, minPriceBelief, 4.600466
36, 22, Wood, Tool, maxPriceBelief, 9.200932
36, 22, Wood, Wood, stock, 0
36, 22, Wood, Wood, minPriceBelief, 2.650037
36, 22, Wood, Wood, maxPriceBelief, 2.91504
36, 22, Wood, cash, stock, -7.404774
36, 22, Wood, profit, stock, 0
36, 23, Wood, Food, stock, 0
36, 23, Wood, Food, minPriceBelief, 1.203986
36, 23, Wood, Food, maxPriceBelief, 2.407972
36, 23, Wood, Tool, stock, 18.41713
36, 23, Wood, Tool, minPriceBelief, 4.603446
36, 23, Wood, Tool, maxPriceBelief, 9.206891
36, 23, Wood, Wood, stock, 0
36, 23, Wood, Wood, minPriceBelief, 1.192502
36, 23, Wood, Wood, maxPriceBelief, 2.35327
36, 23, Wood, cash, stock, -5.663917
36, 23, Wood, profit, stock, 0
36, 100, Food, Wood, stock, 0
36, 100, Food, Wood, minPriceBelief, 1
36, 100, Food, Wood, maxPriceBelief, 1.40563
36, 100, Food, Food, stock, -1.6
36, 100, Food, Food, minPriceBelief, 6.610165
36, 100, Food, Food, maxPriceBelief, 8.685507
36, 100, Food, cash, stock, 119.2817
36, 100, Food, profit, stock, 0
36, 25, Wood, Food, stock, 0
36, 25, Wood, Food, minPriceBelief, 1.203986
36, 25, Wood, Food, maxPriceBelief, 2.407972
36, 25, Wood, Tool, stock, 18.74466
36, 25, Wood, Tool, minPriceBelief, 4.602746
36, 25, Wood, Tool, maxPriceBelief, 9.205493
36, 25, Wood, Wood, stock, 0
36, 25, Wood, Wood, minPriceBelief, 1.487652
36, 25, Wood, Wood, maxPriceBelief, 2.040643
36, 25, Wood, cash, stock, -34.69594
36, 25, Wood, profit, stock, 0
36, 26, Wood, Food, stock, 0
36, 26, Wood, Food, minPriceBelief, 1.203986
36, 26, Wood, Food, maxPriceBelief, 2.407972
36, 26, Wood, Tool, stock, 18.75775
36, 26, Wood, Tool, minPriceBelief, 4.613783
36, 26, Wood, Tool, maxPriceBelief, 9.227567
36, 26, Wood, Wood, stock, 0
36, 26, Wood, Wood, minPriceBelief, 1.540601
36, 26, Wood, Wood, maxPriceBelief, 3.081203
36, 26, Wood, cash, stock, 18.9885
36, 26, Wood, profit, stock, 0
36, 27, Wood, Food, stock, 0
36, 27, Wood, Food, minPriceBelief, 1
36, 27, Wood, Food, maxPriceBelief, 1.90575
36, 27, Wood, Tool, stock, 18.72457
36, 27, Wood, Tool, minPriceBelief, 4.611051
36, 27, Wood, Tool, maxPriceBelief, 9.222101
36, 27, Wood, Wood, stock, 0
36, 27, Wood, Wood, minPriceBelief, 6.74702
36, 27, Wood, Wood, maxPriceBelief, 7.421722
36, 27, Wood, cash, stock, 33.58065
36, 27, Wood, profit, stock, 0
36, 28, Wood, Food, stock, 0
36, 28, Wood, Food, minPriceBelief, 1
36, 28, Wood, Food, maxPriceBelief, 1.906078
36, 28, Wood, Tool, stock, 6.876124
36, 28, Wood, Tool, minPriceBelief, 4.714332
36, 28, Wood, Tool, maxPriceBelief, 9.428663
36, 28, Wood, Wood, stock, 0
36, 28, Wood, Wood, minPriceBelief, 8.306605
36, 28, Wood, Wood, maxPriceBelief, 9.137266
36, 28, Wood, cash, stock, 4.540908
36, 28, Wood, profit, stock, 0
36, 29, Wood, Food, stock, 0
36, 29, Wood, Food, minPriceBelief, 1
36, 29, Wood, Food, maxPriceBelief, 1.927242
36, 29, Wood, Tool, stock, 5.504924
36, 29, Wood, Tool, minPriceBelief, 4.733694
36, 29, Wood, Tool, maxPriceBelief, 9.467387
36, 29, Wood, Wood, stock, 0
36, 29, Wood, Wood, minPriceBelief, 17.39535
36, 29, Wood, Wood, maxPriceBelief, 19.13488
36, 29, Wood, cash, stock, -6.914697
36, 29, Wood, profit, stock, 0
36, 30, Wood, Food, stock, 0
